"taxonName","taxon_author","subtaxon_author","commonName","kingdom","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","superfamily","family","subfamily","tribe","hybrid","subspecies","variety","introduction_status","provincial_conservation_status","national_conservation_status","occurrence_status","observation","last_record_date","last_record_observer","last_record_soruce","last_record_ID","gbif_ID","first_record_date","first_record_observer","linkTaxonID","notes","ID","stats_code","linkName","graminoid_status","infrataxon_status","provincial_concern","national_concern","provenance_status","solow_BF","solow_EP","solow_PP"
"Leontodon saxatilis ssp. saxatilis","Lam.","","hairy hawkbit","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Asterales","",NA,"Asteraceae","Cichorioideae","Cichorieae","","saxatilis","","exotic","unlisted","","new 2016","observed","","","","",NA,"2016-10-07","Lauren Magner & Andrew Simon","iNat:4296023","",60975,"VAS","Leontodon saxatilis ssp. saxatilis","non-graminoid","infrataxon","unknown","unknown","no_voucher",126,0.008,0.992
"Lepidium campestre","(L.) R. Br.","","field pepper-grass","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Brassicales","",NA,"Brassicaceae","Brassicoideae","Lepidieae","","","","exotic","unlisted","","new 2016","observed","","","","",NA,"2016-04-23","Lauren Magner & Andrew Simon","iNat:3041376","",77663,"VAS","Lepidium campestre","non-graminoid","non-infrataxon","unknown","unknown","no_voucher",58.131,0.017,0.983
"Lepidium heterophyllum","Benth.","","Smith's cress","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Brassicales","",NA,"Brassicaceae","Brassicoideae","Lepidieae","","","","exotic","unlisted","","new 2020","observed","","","","",NA,"2016-05-06","Andrew Simon","iNat:3116784","",77669,"VAS","Lepidium heterophyllum","non-graminoid","non-infrataxon","unknown","unknown","no_voucher",Inf,0,1
"Lepidium ramosissimum","A. Nelson","","branched pepper-grass","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Brassicales","",NA,"Brassicaceae","Brassicoideae","Lepidieae","","","","exotic","unlisted","","reported","unobserved","1934-07-05","William Newcombe","RBCM","V078508",1949527425,"","","","",77674,"VAS","Lepidium ramosissimum","non-graminoid","non-infrataxon","unknown","unknown","unknown",NA,NA,NA
"Lepidium virginicum ssp. menziesii","L.","(DC.) Thell.","Menzies' pepperweed","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Brassicales","",NA,"Brassicaceae","Brassicoideae","Lepidieae","","menziesii","","native","S5","","confirmed","observed","1981-05-11","Harvey Janszen","RBCM","V113447",1949562524,"2020-05-31","Andrew Simon","iNat:48091418","Mt. Sutil, open bluffs; extinct? Good subspecies? –QC",79971,"VAS","Lepidium virginicum ssp. menziesii","non-graminoid","infrataxon","secure","unknown","no_voucher",29.29,0.033,0.967
"Leptosiphon minimus","(H. Mason) R. Battaglia","","bicoloured linanthus","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Ericales","",NA,"Polemoniaceae","","","","","","native","S4","","confirmed","observed","1982-05-10","Harvey Janszen","RBCM","V119986",1949569035,"2017-05-27","Judith Holm","iNat:6671733","Reported as Leptosiphon bicolor var. bicolor (V119986)– not a valid synonym; problematic morphological treatment",77693,"VAS","Leptosiphon minimus","non-graminoid","non-infrataxon","secure","unknown","unknown",NA,NA,NA
"Leucanthemum vulgare","(Vaill.) Lam.","","oxeye daisy","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Asterales","",NA,"Asteraceae","Asteroideae","Anthemideae","","","","exotic","unlisted","","confirmed","observed","1975-06-21","Angela Wood","RBCM","V097121",1949546137,"2015-05-28","Lauren Magner & Andrew Simon","iNat:2632633","",1404861,"VAS","Leucanthemum vulgare","non-graminoid","non-infrataxon","unknown","unknown","voucher",Inf,0,1
"Leymus mollis ssp. mollis","(Trin.) Pilg.","","dune wildrye","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Poales","",NA,"Poaceae","Pooideae","Triticeae","","mollis","","native","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2016-06-28","Andrew Simon","iNat:3542865","",118426,"VAS","Leymus mollis ssp. mollis","graminoid","infrataxon","secure","unknown","no_voucher",Inf,0,1
"Ligustrum vulgare","L.","","common privet","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Lamiales","",NA,"Oleaceae","","","","","","exotic","unlisted","","new 2020","observed","","","","",NA,"2020-09-17","maplerice","iNat:59943232","",119805,"VAS","Ligustrum vulgare","non-graminoid","non-infrataxon","unknown","unknown","no_voucher",124.016,0.008,0.992
"Lilium columbianum","Leichtlin","","tiger lily","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Liliales","",NA,"Liliaceae","Lilioideae","Lilieae","","","","native","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2013-06-05","Felix Erhard","iNat:2570696","",77744,"VAS","Lilium columbianum","non-graminoid","non-infrataxon","secure","unknown","voucher",Inf,0,1
"Linaria purpurea","(L.) Mill.","","purple toadflax","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Lamiales","",NA,"Plantaginaceae","","Antirrhineae","","","","exotic","unlisted","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2014-06-10","Andrew Simon","iNat:730621","",77778,"VAS","Linaria purpurea","non-graminoid","non-infrataxon","unknown","unknown","no_voucher",Inf,0,1
"Linnaea borealis ssp. longiflora","L.","(Torr.) Hultén","longtube twinflower","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Dipsacales","",NA,"Caprifoliaceae","Linnaeoideae","","","longiflora","","native","S5","","confirmed","observed","1979-06-08","Harvey Janszen","RBCM","V097816",NA,"2015-05-28","Lauren Magner & Andrew Simon","iNat:2621405","",81026,"VAS","Linnaea borealis ssp. longiflora","non-graminoid","infrataxon","secure","unknown","no_voucher",Inf,0,1
"Linum usitatissimum","L.","","common flax","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Malpighiales","",NA,"Linaceae","Linoideae","","","","","exotic","unlisted","","new 2022","observed","","","","",NA,"2022-07-16","Roanan DeMeyer","iNat:126697501","",51306,"VAS","Linum usitatissimum","non-graminoid","non-infrataxon","unknown","unknown","no_voucher",30.75,0.031,0.969
"Lithophragma glabrum","Nutt.","","smooth fringecup","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Saxifragales","",NA,"Saxifragaceae","","Heuchereae","","","","native","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2022-05-11","Ryan Batten and Andrew Simon","iNat:138097302","",77789,"VAS","Lithophragma glabrum","non-graminoid","non-infrataxon","secure","unknown","unknown",NA,NA,NA
"Lithophragma parviflorum","(Hook.) Nutt.","","small-flowered fringecup","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Saxifragales","",NA,"Saxifragaceae","","Heuchereae","","","","native","S5","","confirmed","observed","1974-04-21","Wilfred B. Schofield","UBC","V156684",NA,"2011-05-14","Emma Harrower","iNat:78655943","",77791,"VAS","Lithophragma parviflorum","non-graminoid","non-infrataxon","secure","unknown","unknown",NA,NA,NA
"Lobularia maritima","(L.) Desv.","","sweet alyssum","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Brassicales","",NA,"Brassicaceae","Brassicoideae","Anastaticeae","","","","exotic","unlisted","","new 2018","observed","","","","",NA,"2018-06-01","Andrew Simon","iNat:13031820","",56992,"VAS","Lobularia maritima","non-graminoid","non-infrataxon","unknown","unknown","no_voucher",62.004,0.016,0.984
"Lolium arundinaceum","(Schreb.) Darbysh.","","tall ryegrass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Poales","",NA,"Poaceae","Pooideae","Poeae","","","","exotic","unlisted","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2015-05-17","Andrew Simon","iNat:2622565","reported as Festuca arundinacea",164708,"VAS","Lolium arundinaceum","graminoid","non-infrataxon","unknown","unknown","no_voucher",Inf,0,1
"Lolium multiflorum","Lam.","","Italian ryegrass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Poales","",NA,"Poaceae","Pooideae","Poeae","","","","exotic","unlisted","","reported","unobserved","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"","","","",68479,"VAS","Lolium multiflorum","graminoid","non-infrataxon","unknown","unknown","unknown",NA,NA,NA
"Lolium perenne","L.","","perennial ryegrass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Poales","",NA,"Poaceae","Pooideae","Poeae","","","","exotic","unlisted","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2017-05-29","Andrew Simon","iNat:6434824","",52801,"VAS","Lolium perenne","graminoid","non-infrataxon","unknown","unknown","no_voucher",Inf,0,1
"Lolium pratense","(Huds.) Darbysh.","","meadow fescue","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Poales","",NA,"Poaceae","Pooideae","Poeae","","","","exotic","unlisted","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2017-05-27","Andrew Simon","iNat:6411206","reported as Festuca pratensis",866252,"VAS","Lolium pratense","graminoid","non-infrataxon","unknown","unknown","unknown",NA,NA,NA
"Lomatium nudicaule","(Pursh) J.M. Coult. & Rose","","barestem desert-parsley","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Apiales","",NA,"Apiaceae","Apioideae","Selineae","","","","native","S4S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2021-05-07","Audrey Irvine-Broque","iNat:78231057","Sandy beaches",77818,"VAS","Lomatium nudicaule","non-graminoid","non-infrataxon","secure","unknown","no_voucher",Inf,0,1
"Lomatium papilioniferum","J.A. Alexander & W. Whaley","","butterfly bearing lomatium","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Apiales","",NA,"Apiaceae","Apioideae","Selineae","","","","native","S2 (2019)","1-T (2011)","confirmed","observed","1982-07-23","Harvey Janszen","RBCM","V120298",1949569357,"2016-03-06","Andrew Simon","iNat:2762301","reported as Lomatium grayi",1234070,"VAS","Lomatium papilioniferum","non-graminoid","non-infrataxon","concern","concern","unknown",NA,NA,NA
"Lomatium utriculatum","(Nutt. ex Torr. & A. Gray) J.M. Coult. & Rose","","spring gold","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Apiales","",NA,"Apiaceae","Apioideae","Selineae","","","","native","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2015-03-04","Andrew Simon","iNat:2566333","",56827,"VAS","Lomatium utriculatum","non-graminoid","non-infrataxon","secure","unknown","unknown",NA,NA,NA
"Lonicera ciliosa","DC.","","western trumpet","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Dipsacales","",NA,"Caprifoliaceae","Caprifolioideae","","","","","native","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2015-06-04","Lauren Magner & Andrew Simon","iNat:2561556","",77832,"VAS","Lonicera ciliosa","non-graminoid","non-infrataxon","secure","unknown","voucher",Inf,0,1
"Lonicera hispidula","Douglas ex Torr. & A. Gray","","hairy honeysuckle","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Dipsacales","",NA,"Caprifoliaceae","Caprifolioideae","","","","","native","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2014-11-30","Lauren Magner & Andrew Simon","iNat:2648046","",53416,"VAS","Lonicera hispidula","non-graminoid","non-infrataxon","secure","unknown","no_voucher",Inf,0,1
"Lotus corniculatus","L.","","bird's-foot trefoil","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Fabales","",NA,"Fabaceae","Faboideae","Loteae","","","","exotic","unlisted","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2015-05-31","Lauren Magner & Andrew Simon","iNat:2663715","",47435,"VAS","Lotus corniculatus","non-graminoid","non-infrataxon","unknown","unknown","voucher",Inf,0,1
"Ludwigia palustris","(L.) Elliott","","water-purslane","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Myrtales","",NA,"Onagraceae","","","","","","native","S5","","confirmed","observed","2000-06-12","Hans Roemer","ER 128 Inventory","",NA,"2017-05-27","Judith Holm","iNat:6669733","",60221,"VAS","Ludwigia palustris","non-graminoid","non-infrataxon","secure","unknown","unknown",NA,NA,NA
"Lunaria annua","L.","","honesty","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Brassicales","",NA,"Brassicaceae","Brassicoideae","Biscutelleae","","","","exotic","unlisted","","confirmed","observed","2012-04-21","Terry Taylor","Vascular Plants Seen on Galiano Island","",NA,"2019-05-05","Christopher Heffley","iNat:24639186","Reported by Terry Taylor",55886,"VAS","Lunaria annua","non-graminoid","non-infrataxon","unknown","unknown","voucher",Inf,0,1
"Lupinus arboreus","Sims","","tree lupine","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Fabales","",NA,"Fabaceae","Faboideae","Genisteae","","","","exotic","unlisted","","reported","unobserved","1981-05-21","Harvey Janszen","RBCM","V113484",1949562547,"","","","",61010,"VAS","Lupinus arboreus","non-graminoid","non-infrataxon","unknown","unknown","unknown",NA,NA,NA
"Lupinus bicolor","Lindl.","","two-coloured lupine","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Fabales","",NA,"Fabaceae","Faboideae","Genisteae","","","","native","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2013-05-16","Felix Erhard","iNat:2604255","",50614,"VAS","Lupinus bicolor","non-graminoid","non-infrataxon","secure","unknown","unknown",NA,NA,NA
"Lupinus polycarpus","Greene","","small-flowered lupine","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Fabales","",NA,"Fabaceae","Faboideae","Genisteae","","","","native","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2017-06-14","Andrew Simon","iNat:6665153","",59423,"VAS","Lupinus polycarpus","non-graminoid","non-infrataxon","secure","unknown","unknown",NA,NA,NA
"Lupinus polyphyllus var. polyphyllus","Lindl.","","large-leaved lupine","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Fabales","",NA,"Fabaceae","Faboideae","Genisteae","","","polyphyllus","native","S5","","reported","unobserved","1975-06-04","Angela Wood","RBCM","V097145",1949546281,"","","","planted",61016,"VAS","Lupinus polyphyllus var. polyphyllus","non-graminoid","infrataxon","secure","unknown","unknown",NA,NA,NA
"Luzula comosa var. laxa","E. Mey.","Buchenau","Pacific wood-rush","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Poales","",NA,"Juncaceae","","","","","laxa","native","S5","","confirmed","observed","1986-08-16","William J. Crins","UBC","V191352",NA,"2016-04-03","Andrew Simon","iNat:2890034","Luzula multiflora previously misapplied; but see V097271",81080,"VAS","Luzula comosa var. laxa","graminoid","infrataxon","secure","unknown","no_voucher",30.75,0.031,0.969
"Luzula macrantha","(S. Watson) Zika & B.L. Wilson","","prairie woodrush","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Poales","",NA,"Juncaceae","","","","","","native","S4S5","","confirmed","observed","1979-03-31","Harvey Janszen","RBCM","V097889",1949546888,"2015-03-27","Lauren Magner & Andrew Simon","iNat:2575096","you collected this at Tapovan (Luzula cf macrantha)",890625,"VAS","Luzula macrantha","graminoid","non-infrataxon","secure","unknown","voucher",30.75,0.031,0.969
"Luzula multiflora ssp. multiflora","(Ehrh.) Lej.","","many-flowered Wood-rush","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Poales","",NA,"Juncaceae","","","","multiflora","","exotic","unlisted","","confirmed","observed","1975-06-17","Angela Wood","RBCM","V097271",1949546138,"2020-05-07","Andrew Simon","iNat:45205078","",237139,"VAS","Luzula multiflora ssp. multiflora","graminoid","infrataxon","unknown","unknown","no_voucher",Inf,0,1
"Luzula parviflora","(Ehrh.) Desv.","","forked wood-rush","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Poales","",NA,"Juncaceae","","","","","","native","S5","","reported","unobserved","2012-04-21","Terry Taylor","Vascular Plants Seen on Galiano Island","",NA,"","","","reported as Luzula fastigiata by Terry Taylor (2012); Luzula parviflora by Tyler Innes (2017-05-27, Bioblitz Galiano 2017)",77897,"VAS","Luzula parviflora","graminoid","non-infrataxon","secure","unknown","unknown",NA,NA,NA
"Luzula subsessilis","(S. Watson) Buchenau","","short-stalked wood-rush","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Poales","",NA,"Juncaceae","","","","","","native","S5","","confirmed","observed","1979-03-31","Harvey Janszen","RBCM","V097889",NA,"2015-03-21","Lauren Magner & Andrew Simon","iNat:2605364","",77901,"VAS","Luzula subsessilis","graminoid","non-infrataxon","secure","unknown","no_voucher",31.247,0.031,0.969
"Lycopodium clavatum","L.","","running club-moss","Plantae","Tracheophyta","",NA,"Lycopodiopsida","",NA,"Lycopodiales","",NA,"Lycopodiaceae","Lycopodioideae","","","","","native","S5","","reported","unobserved","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"","","","DL-04; Section 4",77914,"VAS","Lycopodium clavatum","non-graminoid","non-infrataxon","secure","unknown","voucher",Inf,0,1
"Lycopus americanus","Muhl. ex W.P.C. Barton","","cut-leaved water horehound","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Lamiales","",NA,"Lamiaceae","Nepetoideae","Mentheae","","","","native","S5","","new 2016","observed","","","","",NA,"2016-06-28","Andrew Simon","iNat:3542726","",60206,"VAS","Lycopus americanus","non-graminoid","non-infrataxon","secure","unknown","unknown",NA,NA,NA
"Lycopus europaeus","L.","","European horehound","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Lamiales","",NA,"Lamiaceae","Nepetoideae","Mentheae","","","","exotic","unlisted","","new 2022","unobserved","2022-06-13","Frank Lomer","Gossip Island Plant List 2022","",NA,"","","","",133036,"VAS","Lycopus europaeus","non-graminoid","non-infrataxon","unknown","unknown","no_voucher",62.004,0.016,0.984
"Lycopus uniflorus","Michx.","","northern water horehound","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Lamiales","",NA,"Lamiaceae","Nepetoideae","Mentheae","","","","native","S5","","confirmed","observed","2000-06-12","Hans Roemer","ER 128 Inventory","",NA,"2016-08-13","Andrew Simon","iNat:3881616","",77915,"VAS","Lycopus uniflorus","non-graminoid","non-infrataxon","secure","unknown","voucher",Inf,0,1
"Lysichiton americanus","Hulten & H. St. John","","skunk cabbage","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Alismatales","",NA,"Araceae","Orontioideae","","","","","native","S5","","confirmed","observed","2000-06-12","Hans Roemer","ER 128 Inventory","",NA,"2013-04-08","Felix Erhard","iNat:2583370","",48537,"VAS","Lysichiton americanus","non-graminoid","non-infrataxon","secure","unknown","no_voucher",Inf,0,1
"Lysimachia arvensis","(L.) U. Manns & Anderb","","scarlet pimpernel","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Ericales","",NA,"Primulaceae","Myrsinoideae","","","","","exotic","unlisted","","reported","unobserved","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"","","","",791928,"VAS","Lysimachia arvensis","non-graminoid","non-infrataxon","unknown","unknown","no_voucher",Inf,0,1
"Lysimachia europaea ssp. arctica","(L.) U. Manns & Anderb.","","Arctic starflower","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Ericales","",NA,"Primulaceae","Myrsinoideae","","","arctica","","native","S5","","confirmed","observed","2000-06-12","Hans Roemer","ER 128 Inventory","",NA,"2016-05-24","Lauren Magner & Andrew Simon","iNat:3296137","",716948,"VAS","Lysimachia europaea ssp. arctica","non-graminoid","infrataxon","secure","unknown","unknown",NA,NA,NA
"Lysimachia latifolia","(Hook.) Cholewa","","broad-leaved starflower","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Ericales","",NA,"Primulaceae","Myrsinoideae","","","","","native","S4S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2015-04-04","Andrew Simon","iNat:2567734","reported as Trientalis latifolia",496537,"VAS","Lysimachia latifolia","non-graminoid","non-infrataxon","secure","unknown","no_voucher",Inf,0,1
"Lysimachia maritima","(L.) Galasso, Banfi & Soldano","","sea-milkwort","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Ericales","",NA,"Primulaceae","Myrsinoideae","","","","","native","S5","","reported","unobserved","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"","","","Estuaries and salt marshes; reported as Glaux maritima ssp. obtusifolia",204175,"VAS","Lysimachia maritima","non-graminoid","non-infrataxon","secure","unknown","no_voucher",Inf,0,1
"Lysimachia minima","(L.) U.Manns & Anderb.","","chaffweed","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Ericales","",NA,"Primulaceae","Myrsinoideae","","","","","native","S4 (2019)","","new 2020","observed","2022-06-12","Frank Lomer","UBC","13024",NA,"2020-06-14","Andrew Simon","iNat:50027107","",204353,"VAS","Lysimachia minima","non-graminoid","non-infrataxon","secure","unknown","unknown",NA,NA,NA
"Lysimachia thyrsiflora","L.","","tufted loosestrife","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Ericales","",NA,"Primulaceae","Myrsinoideae","","","","","native","S5","","confirmed","observed","2000-06-12","Hans Roemer","ER 128 Inventory","",NA,"2016-05-24","Lauren Magner & Andrew Simon","iNat:3296091","",77917,"VAS","Lysimachia thyrsiflora","non-graminoid","non-infrataxon","secure","unknown","no_voucher",113.015,0.009,0.991
"Lythrum salicaria","L.","","purple loosestrife","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Myrtales","",NA,"Lythraceae","","","","","","exotic","unlisted","","new 2019","observed","","","","",NA,"2019-08-22","pblaeser","iNat:31529144","",61321,"VAS","Lythrum salicaria","non-graminoid","non-infrataxon","unknown","unknown","no_voucher",Inf,0,1
"Madia exigua","(Sm.) A. Gray","","little tarweed","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Asterales","",NA,"Asteraceae","Asteroideae","Madieae","","","","native","S5","","confirmed","observed","1986-08-17","William J. Crins","UBC","V190866",NA,"2016-05-14","Lauren Magner & Andrew Simon","iNat:3181137","",56971,"VAS","Madia exigua","non-graminoid","non-infrataxon","secure","unknown","unknown",NA,NA,NA
"Madia glomerata","Hook.","","clustered tarweed","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Asterales","",NA,"Asteraceae","Asteroideae","Madieae","","","","native","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2018-07-14","Andrew Simon","iNat:14367584","",77923,"VAS","Madia glomerata","non-graminoid","non-infrataxon","secure","unknown","no_voucher",62.5,0.016,0.984
"Madia gracilis","(Sm. ex Sm.) D.D. Keck","","slender tarweed","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Asterales","",NA,"Asteraceae","Asteroideae","Madieae","","","","native","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2016-06-03","Andrew Simon","iNat:3383083","",53135,"VAS","Madia gracilis","non-graminoid","non-infrataxon","secure","unknown","no_voucher",Inf,0,1
"Madia sativa","Molina","","Chilean tarweed","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Asterales","",NA,"Asteraceae","Asteroideae","Madieae","","","","exotic","unlisted","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2016-06-03","Andrew Simon","iNat:3383111","",53143,"VAS","Madia sativa","non-graminoid","non-infrataxon","unknown","unknown","no_voucher",31.247,0.031,0.969
"Maianthemum dilatatum","(Alph. Wood) A. Nelson & J.F. Macbr.","","false lily-of-the-valley","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Asparagales","",NA,"Asparagaceae","Nolinoideae","Polygonateae","","","","native","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2019-05-04","Andrew Simon, Quentin Cronk, Diana Percy, Carmen Lea, Jessica Duncan & Harley Gordon","iNat:24653224","",63939,"VAS","Maianthemum dilatatum","non-graminoid","non-infrataxon","secure","unknown","voucher",Inf,0,1
"Maianthemum racemosum ssp. amplexicaule","(L.) Link","(Nutt.) LaFrankie","western Solomon's plume","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Asparagales","",NA,"Asparagaceae","Nolinoideae","Polygonateae","","amplexicaule","","native","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2022-06-17","Andrew Simon & Austin Baines","iNat:122258286","",53012,"VAS","Maianthemum racemosum ssp. amplexicaule","non-graminoid","infrataxon","secure","unknown","no_voucher",Inf,0,1
"Malus domestica","Borkh.","","apple","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Rosales","",NA,"Rosaceae","Amygdaloideae","Maleae","","","","exotic","unlisted","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2016-05-10","Andrew Simon","iNat:3310825","counted as synonymous with Malus pumila",469472,"VAS","Malus domestica","non-graminoid","non-infrataxon","unknown","unknown","unknown",NA,NA,NA
"Malus fusca","(Raf.) C.K. Schneid","","Pacific crab apple","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Rosales","",NA,"Rosaceae","Amygdaloideae","Maleae","","","","native","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2016-07-30","Adam Huggins","iNat:3773338","",77948,"VAS","Malus fusca","non-graminoid","non-infrataxon","secure","unknown","voucher",Inf,0,1
"Malva moschata","L.","","musk mallow","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Malvales","",NA,"Malvaceae","Malvoideae","Malveae","","","","exotic","unlisted","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2018-07-12","Andrew Simon","iNat:14300222","",55977,"VAS","Malva moschata","non-graminoid","non-infrataxon","unknown","unknown","no_voucher",Inf,0,1
"Malva neglecta","Wallr.","","dwarf mallow","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Malvales","",NA,"Malvaceae","Malvoideae","Malveae","","","","exotic","unlisted","","reported","unobserved","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"","","","",77952,"VAS","Malva neglecta","non-graminoid","non-infrataxon","unknown","unknown","no_voucher",Inf,0,1
"Marrubium vulgare","L.","","common horehound","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Lamiales","",NA,"Lamiaceae","Lamioideae","Marrubieae","","","","exotic","unlisted","","new 2023","observed","","","","",NA,"2023-05-27","Spencer Shields","iNat:164051931","",54605,"VAS","Marrubium vulgare","non-graminoid","non-infrataxon","unknown","unknown","unknown",NA,NA,NA
