scientificName,introduction_status,reportingStatus,infrataxon_status,provincial_concern,provenance_status,solow_EP,phylum,iNaturalistTaxonId,iNaturalistTaxonName,kingdom,subphylum,class,subclass,superorder,order,infraorder,superfamily,family,subfamily,tribe,genus,species,subspecies,variety,nameStatus
Sedum lanceolatum var. nesioticum,native,confirmed,infrataxon,concern,no_voucher,0.008,Tracheophyta,238479,Sedum lanceolatum nesioticum,Plantae,Angiospermae,Magnoliopsida,,,Saxifragales,,,Crassulaceae,Sempervivoideae,Sedeae,Sedum,lanceolatum,Sedum lanceolatum nesioticum,,accepted
Sedum spathulifolium,native,confirmed,non-infrataxon,secure,no_voucher,0.008,Tracheophyta,58886,Sedum spathulifolium,Plantae,Angiospermae,Magnoliopsida,,,Saxifragales,,,Crassulaceae,Sempervivoideae,Sedeae,Sedum,spathulifolium,,,accepted
Selaginella wallacei,native,confirmed,non-infrataxon,secure,voucher,0,Tracheophyta,63875,Selaginella wallacei,Plantae,,Lycopodiopsida,,,Selaginellales,,,Selaginellaceae,,,Selaginella,wallacei,,,accepted
Sempervivum tectorum,exotic,new 2021,non-infrataxon,unknown,unknown,,Tracheophyta,51779,Sempervivum tectorum,Plantae,Angiospermae,Magnoliopsida,,,Saxifragales,,,Crassulaceae,Sempervivoideae,Semperviveae,Sempervivum,tectorum,,,accepted
Senecio sylvaticus,exotic,confirmed,non-infrataxon,unknown,no_voucher,0,Tracheophyta,53210,Senecio sylvaticus,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Senecioneae,Senecio,sylvaticus,,,accepted
Senecio vulgaris,exotic,confirmed,non-infrataxon,unknown,no_voucher,0,Tracheophyta,53211,Senecio vulgaris,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Senecioneae,Senecio,vulgaris,,,accepted
Setaria viridis,exotic,new 2019,non-infrataxon,unknown,no_voucher,0.008,Tracheophyta,79070,Setaria viridis,Plantae,Angiospermae,Liliopsida,,,Poales,,,Poaceae,Panicoideae,Paniceae,Setaria,viridis,,,accepted
Shepherdia canadensis,native,confirmed,non-infrataxon,secure,no_voucher,0.031,Tracheophyta,79072,Shepherdia canadensis,Plantae,Angiospermae,Magnoliopsida,,,Rosales,,,Elaeagnaceae,,,Shepherdia,canadensis,,,accepted
Sherardia arvensis,exotic,confirmed,non-infrataxon,unknown,unknown,,Tracheophyta,47691,Sherardia arvensis,Plantae,Angiospermae,Magnoliopsida,,,Gentianales,,,Rubiaceae,Rubioideae,Rubieae,Sherardia,arvensis,,,accepted
Silene antirrhina,native,confirmed,non-infrataxon,secure,unknown,,Tracheophyta,58780,Silene antirrhina,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,antirrhina,,,accepted
Silene coronaria,exotic,confirmed,non-infrataxon,unknown,no_voucher,0,Tracheophyta,485191,Silene coronaria,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,coronaria,,,accepted
Silene gallica,exotic,new 2022,non-infrataxon,unknown,unknown,,Tracheophyta,53212,Silene gallica,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,gallica,,,accepted
Silene latifolia,exotic,reported,non-infrataxon,unknown,no_voucher,0.023,Tracheophyta,79109,Silene latifolia,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,latifolia,,,accepted
Silene vulgaris,exotic,reported,non-infrataxon,unknown,no_voucher,0.016,Tracheophyta,55721,Silene vulgaris,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,vulgaris,,,accepted
Sisymbrium altissimum,exotic,reported,non-infrataxon,unknown,unknown,,Tracheophyta,56996,Sisymbrium altissimum,Plantae,Angiospermae,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Sisymbrieae,Sisymbrium,altissimum,,,accepted
Sisymbrium officinale,exotic,confirmed,non-infrataxon,unknown,no_voucher,0,Tracheophyta,53266,Sisymbrium officinale,Plantae,Angiospermae,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Sisymbrieae,Sisymbrium,officinale,,,accepted
Sisyrinchium idahoense var. idahoense,native,confirmed,infrataxon,concern,unknown,,Tracheophyta,81372,Sisyrinchium idahoense idahoense,Plantae,Angiospermae,Liliopsida,,,Asparagales,,,Iridaceae,Iridoideae,Sisyrinchieae,Sisyrinchium,idahoense,,Sisyrinchium idahoense idahoense,accepted
Smyrnium olusatrum,exotic,new 2016,non-infrataxon,unknown,unknown,,Tracheophyta,68007,Smyrnium olusatrum,Plantae,Angiospermae,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,Smyrnieae,Smyrnium,olusatrum,,,accepted
Solanum americanum,exotic,confirmed,non-infrataxon,unknown,no_voucher,0.046,Tracheophyta,59035,Solanum americanum,Plantae,Angiospermae,Magnoliopsida,,,Solanales,,,Solanaceae,Solanoideae,Solaneae,Solanum,americanum,,,accepted
Solanum nigrum,exotic,new 2018,non-infrataxon,unknown,no_voucher,0,Tracheophyta,79141,Solanum nigrum,Plantae,Angiospermae,Magnoliopsida,,,Solanales,,,Solanaceae,Solanoideae,Solaneae,Solanum,nigrum,,,accepted
Solanum nitidibaccatum,exotic,new 2018,non-infrataxon,unknown,unknown,,Tracheophyta,406080,Solanum nitidibaccatum,Plantae,Angiospermae,Magnoliopsida,,,Solanales,,,Solanaceae,Solanoideae,Solaneae,Solanum,nitidibaccatum,,,accepted
Solanum sarrachoides,exotic,reported,non-infrataxon,unknown,unknown,,Tracheophyta,120519,Solanum sarrachoides,Plantae,Angiospermae,Magnoliopsida,,,Solanales,,,Solanaceae,Solanoideae,Solaneae,Solanum,sarrachoides,,,accepted
Solidago elongata,native,confirmed,non-infrataxon,secure,no_voucher,0,Tracheophyta,79150,Solidago elongata,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Astereae,Solidago,elongata,,,accepted
Solidago lepida,native,new 2016,non-infrataxon,secure,no_voucher,0,Tracheophyta,79152,Solidago lepida,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Astereae,Solidago,lepida,,,accepted
Soliva sessilis,exotic,new 2019,non-infrataxon,unknown,unknown,,Tracheophyta,60150,Soliva sessilis,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Anthemideae,Soliva,sessilis,,,accepted
Sonchus arvensis ssp. arvensis,exotic,confirmed,infrataxon,unknown,no_voucher,0,Tracheophyta,80219,Sonchus arvensis arvensis,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,Cichorieae,Sonchus,arvensis,Sonchus arvensis arvensis,,accepted
Sonchus asper,exotic,confirmed,non-infrataxon,unknown,no_voucher,0,Tracheophyta,53269,Sonchus asper,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,Cichorieae,Sonchus,asper,,,accepted
Sonchus oleraceus,exotic,confirmed,non-infrataxon,unknown,no_voucher,0,Tracheophyta,53294,Sonchus oleraceus,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,Cichorieae,Sonchus,oleraceus,,,accepted
Sorbus aucuparia,exotic,new 2016,non-infrataxon,unknown,no_voucher,0,Tracheophyta,56063,Sorbus aucuparia,Plantae,Angiospermae,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Maleae,Sorbus,aucuparia,,,accepted
Sparganium angustifolium,native,new 2017,non-infrataxon,secure,voucher,0.016,Tracheophyta,79161,Sparganium angustifolium,Plantae,Angiospermae,Liliopsida,,,Poales,,,Typhaceae,,,Sparganium,angustifolium,,,accepted
Sparganium emersum,native,confirmed,non-infrataxon,secure,no_voucher,0,Tracheophyta,62575,Sparganium emersum,Plantae,Angiospermae,Liliopsida,,,Poales,,,Typhaceae,,,Sparganium,emersum,,,accepted
Sparganium natans,native,reported,non-infrataxon,secure,voucher,0.031,Tracheophyta,79162,Sparganium natans,Plantae,Angiospermae,Liliopsida,,,Poales,,,Typhaceae,,,Sparganium,natans,,,accepted
Spergula arvensis,exotic,confirmed,non-infrataxon,unknown,voucher,0.362,Tracheophyta,57005,Spergula arvensis,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Sperguleae,Spergula,arvensis,,,accepted
Spergularia canadensis var. occidentalis,native,confirmed,infrataxon,secure,voucher,0.008,Tracheophyta,81378,Spergularia canadensis occidentalis,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Sperguleae,Spergularia,canadensis,,Spergularia canadensis occidentalis,accepted
Spergularia macrotheca var. macrotheca,native,new 2017,infrataxon,secure,unknown,,Tracheophyta,61474,Spergularia macrotheca macrotheca,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Sperguleae,Spergularia,macrotheca,,Spergularia macrotheca macrotheca,accepted
Spergularia marina,exotic,confirmed,non-infrataxon,unknown,unknown,,Tracheophyta,79169,Spergularia marina,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Sperguleae,Spergularia,marina,,,accepted
Spergularia rubra,exotic,confirmed,non-infrataxon,unknown,voucher,0,Tracheophyta,55730,Spergularia rubra,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Sperguleae,Spergularia,rubra,,,accepted
Spiraea douglasii var. douglasii,native,confirmed,infrataxon,secure,unknown,,Tracheophyta,243048,Spiraea douglasii douglasii,Plantae,Angiospermae,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Spiraeeae,Spiraea,douglasii,,Spiraea douglasii douglasii,accepted
Spiranthes romanzoffiana,native,confirmed,non-infrataxon,secure,voucher,0,Tracheophyta,50743,Spiranthes romanzoffiana,Plantae,Angiospermae,Liliopsida,,,Asparagales,,,Orchidaceae,Orchidoideae,Cranichideae,Spiranthes,romanzoffiana,,,accepted
Spirodela polyrhiza,native,confirmed,non-infrataxon,secure,no_voucher,0.023,Tracheophyta,57867,Spirodela polyrhiza,Plantae,Angiospermae,Liliopsida,,,Alismatales,,,Araceae,Lemnoideae,,Spirodela,polyrhiza,,,accepted
Stachys chamissonis var. cooleyae,native,confirmed,infrataxon,secure,no_voucher,0,Tracheophyta,52627,Stachys chamissonis cooleyae,Plantae,Angiospermae,Magnoliopsida,,,Lamiales,,,Lamiaceae,Lamioideae,Stachydeae,Stachys,chamissonis,,Stachys chamissonis cooleyae,accepted
Stellaria borealis ssp. sitchana,native,confirmed,infrataxon,secure,no_voucher,0,Tracheophyta,1417248,Stellaria sitchana,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Alsineae,Stellaria,sitchana,,,unaccepted
Stellaria crispa,native,confirmed,non-infrataxon,secure,no_voucher,0,Tracheophyta,79201,Stellaria crispa,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Alsineae,Stellaria,crispa,,,accepted
Stellaria graminea,exotic,new 2015,non-infrataxon,unknown,unknown,,Tracheophyta,61948,Stellaria graminea,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Alsineae,Stellaria,graminea,,,accepted
Stellaria media,exotic,confirmed,non-infrataxon,unknown,no_voucher,0,Tracheophyta,53298,Stellaria media,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Alsineae,Stellaria,media,,,accepted
Stellaria nitens,native,confirmed,non-infrataxon,secure,unknown,,Tracheophyta,57007,Stellaria nitens,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Alsineae,Stellaria,nitens,,,accepted
Struthiopteris spicant,native,confirmed,non-infrataxon,secure,voucher,0,Tracheophyta,774894,Struthiopteris spicant,Plantae,,Polypodiopsida,Polypodiidae,,Polypodiales,,,Blechnaceae,,,Struthiopteris,spicant,,,accepted
Symphoricarpos albus var. laevigatus,native,confirmed,infrataxon,secure,no_voucher,0,Tracheophyta,48525,Symphoricarpos albus laevigatus,Plantae,Angiospermae,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Caprifolioideae,,Symphoricarpos,albus,,Symphoricarpos albus laevigatus,accepted
Symphoricarpos mollis,native,confirmed,non-infrataxon,secure,no_voucher,0,Tracheophyta,53456,Symphoricarpos mollis,Plantae,Angiospermae,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Caprifolioideae,,Symphoricarpos,mollis,,,accepted
Symphyotrichum chilense,native,confirmed,non-infrataxon,secure,no_voucher,0.017,Tracheophyta,56861,Symphyotrichum chilense,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Astereae,Symphyotrichum,chilense,,,accepted
Symphyotrichum novi-belgii,exotic,new 2020,non-infrataxon,unknown,no_voucher,0.017,Tracheophyta,169474,Symphyotrichum novi-belgii,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Astereae,Symphyotrichum,novi-belgii,,,accepted
Symphyotrichum subspicatum,exotic,confirmed,non-infrataxon,unknown,voucher,0,Tracheophyta,79303,Symphyotrichum subspicatum,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Astereae,Symphyotrichum,subspicatum,,,accepted
Symphytum × uplandicum,exotic,reported,non-infrataxon,unknown,unknown,,Tracheophyta,181924,Symphytum × uplandicum,Plantae,Angiospermae,Magnoliopsida,,,Boraginales,,,Boraginaceae,Boraginoideae,Boragineae,Symphytum,,,,accepted
Symphytum officinale,exotic,confirmed,non-infrataxon,unknown,no_voucher,0,Tracheophyta,55724,Symphytum officinale,Plantae,Angiospermae,Magnoliopsida,,,Boraginales,,,Boraginaceae,Boraginoideae,Boragineae,Symphytum,officinale,,,accepted
Tanacetum parthenium,exotic,new 2018,non-infrataxon,unknown,no_voucher,0,Tracheophyta,54520,Tanacetum parthenium,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Anthemideae,Tanacetum,parthenium,,,accepted
Tanacetum vulgare,exotic,confirmed,non-infrataxon,unknown,no_voucher,0,Tracheophyta,55971,Tanacetum vulgare,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Anthemideae,Tanacetum,vulgare,,,accepted
Taraxacum erythrospermum agg.,exotic,reported,non-infrataxon,unknown,voucher,0.031,Tracheophyta,79317,Taraxacum erythrospermum,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,Cichorieae,Taraxacum,erythrospermum,,,accepted
Taraxacum lacistophyllum,exotic,new 2017,non-infrataxon,unknown,unknown,,Tracheophyta,747262,Taraxacum lacistophyllum,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,Cichorieae,Taraxacum,lacistophyllum,,,accepted
Taraxacum officinale agg.,exotic,confirmed,non-infrataxon,unknown,voucher,0,Tracheophyta,47602,Taraxacum officinale,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,Cichorieae,Taraxacum,officinale,,,accepted
Taxus brevifolia,native,confirmed,non-infrataxon,secure,no_voucher,0,Tracheophyta,55209,Taxus brevifolia,Plantae,,Pinopsida,,,Pinales,,,Taxaceae,,,Taxus,brevifolia,,,accepted
Teesdalia nudicaulis,exotic,new 2020,non-infrataxon,unknown,no_voucher,0.031,Tracheophyta,79325,Teesdalia nudicaulis,Plantae,Angiospermae,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Iberideae,Teesdalia,nudicaulis,,,accepted
Tellima grandiflora,native,confirmed,non-infrataxon,secure,no_voucher,0,Tracheophyta,51655,Tellima grandiflora,Plantae,Angiospermae,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,Heuchereae,Tellima,grandiflora,,,accepted
Thlaspi arvense,exotic,confirmed,non-infrataxon,unknown,unknown,,Tracheophyta,79358,Thlaspi arvense,Plantae,Angiospermae,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Thlaspideae,Thlaspi,arvense,,,accepted
Thuja plicata,native,confirmed,non-infrataxon,secure,no_voucher,0,Tracheophyta,48252,Thuja plicata,Plantae,,Pinopsida,,,Pinales,,,Cupressaceae,Cupressoideae,,Thuja,plicata,,,accepted
Thysanocarpus curvipes,native,confirmed,non-infrataxon,concern,unknown,,Tracheophyta,58088,Thysanocarpus curvipes,Plantae,Angiospermae,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Thelypodieae,Thysanocarpus,curvipes,,,accepted
Tiarella trifoliata var. laciniata,native,new 2019,infrataxon,secure,voucher,0,Tracheophyta,51650,Tiarella trifoliata laciniata,Plantae,Angiospermae,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,Heuchereae,Tiarella,trifoliata,,Tiarella trifoliata laciniata,accepted
Tiarella trifoliata var. trifoliata,native,confirmed,infrataxon,secure,voucher,0,Tracheophyta,51649,Tiarella trifoliata trifoliata,Plantae,Angiospermae,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,Heuchereae,Tiarella,trifoliata,,Tiarella trifoliata trifoliata,accepted
Tolmiea menziesii,native,new 2017,non-infrataxon,secure,no_voucher,0,Tracheophyta,128848,Tolmiea menziesii,Plantae,Angiospermae,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,Heuchereae,Tolmiea,menziesii,,,accepted
Torilis arvensis,exotic,confirmed,non-infrataxon,unknown,unknown,,Tracheophyta,56846,Torilis arvensis,Plantae,Angiospermae,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,Scandiceae,Torilis,arvensis,,,accepted
Torilis japonica,exotic,confirmed,non-infrataxon,unknown,unknown,,Tracheophyta,133918,Torilis japonica,Plantae,Angiospermae,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,Scandiceae,Torilis,japonica,,,accepted
Torreyochloa pallida var. pauciflora,native,confirmed,infrataxon,secure,no_voucher,0.031,Tracheophyta,81431,Torreyochloa pallida pauciflora,Plantae,Angiospermae,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Torreyochloa,pallida,,Torreyochloa pallida pauciflora,accepted
Toxicodendron diversilobum,native,confirmed,non-infrataxon,concern,no_voucher,0.031,Tracheophyta,51080,Toxicodendron diversilobum,Plantae,Angiospermae,Magnoliopsida,,,Sapindales,,,Anacardiaceae,Anacardioideae,,Toxicodendron,diversilobum,,,accepted
Toxicoscordion venenosum,native,confirmed,non-infrataxon,secure,unknown,,Tracheophyta,59087,Toxicoscordion venenosum,Plantae,Angiospermae,Liliopsida,,,Liliales,,,Melanthiaceae,,Melanthieae,Toxicoscordion,venenosum,,,accepted
Tragopogon porrifolius,exotic,confirmed,non-infrataxon,unknown,unknown,,Tracheophyta,54141,Tragopogon porrifolius,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,Cichorieae,Tragopogon,porrifolius,,,accepted
Trifolium arvense,exotic,new 2016,non-infrataxon,unknown,unknown,,Tracheophyta,79408,Trifolium arvense,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,arvense,,,accepted
Trifolium campestre,exotic,confirmed,non-infrataxon,unknown,no_voucher,0.031,Tracheophyta,57076,Trifolium campestre,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,campestre,,,accepted
Trifolium dichotomum,native,confirmed,non-infrataxon,concern,unknown,,Tracheophyta,61179,Trifolium dichotomum,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,dichotomum,,,accepted
Trifolium dubium,exotic,confirmed,non-infrataxon,unknown,no_voucher,0,Tracheophyta,53313,Trifolium dubium,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,dubium,,,accepted
Trifolium glomeratum,exotic,new 2020,non-infrataxon,unknown,unknown,,Tracheophyta,61021,Trifolium glomeratum,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,glomeratum,,,accepted
Trifolium hybridum,exotic,confirmed,non-infrataxon,unknown,voucher,0,Tracheophyta,61824,Trifolium hybridum,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,hybridum,,,accepted
Trifolium incarnatum,exotic,confirmed,non-infrataxon,unknown,unknown,,Tracheophyta,64268,Trifolium incarnatum,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,incarnatum,,,accepted
Trifolium microcephalum,native,confirmed,non-infrataxon,secure,unknown,,Tracheophyta,58911,Trifolium microcephalum,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,microcephalum,,,accepted
Trifolium microdon,native,confirmed,non-infrataxon,secure,voucher,0.031,Tracheophyta,57079,Trifolium microdon,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,microdon,,,accepted
Trifolium oliganthum,native,confirmed,non-infrataxon,secure,voucher,0.219,Tracheophyta,71122,Trifolium oliganthum,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,oliganthum,,,accepted
Trifolium pratense,exotic,confirmed,non-infrataxon,unknown,no_voucher,0,Tracheophyta,51875,Trifolium pratense,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,pratense,,,accepted
Trifolium repens,exotic,confirmed,non-infrataxon,unknown,no_voucher,0,Tracheophyta,55745,Trifolium repens,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,repens,,,accepted
Trifolium striatum,exotic,new 2022,non-infrataxon,unknown,unknown,,Tracheophyta,79432,Trifolium striatum,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,striatum,,,accepted
Trifolium subterraneum,exotic,confirmed,non-infrataxon,unknown,unknown,,Tracheophyta,60201,Trifolium subterraneum,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,subterraneum,,,accepted
Trifolium variegatum,native,confirmed,non-infrataxon,secure,voucher,0.016,Tracheophyta,57080,Trifolium variegatum,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,variegatum,,,accepted
Trifolium willdenovii,native,confirmed,non-infrataxon,secure,no_voucher,0.008,Tracheophyta,57081,Trifolium willdenovii,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,willdenovii,,,accepted
Trifolium wormskioldii,native,reported,non-infrataxon,secure,no_voucher,0,Tracheophyta,71146,Trifolium wormskioldii,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,wormskioldii,,,accepted
Triglochin concinna var. concinna,native,reported,infrataxon,concern,unknown,,Tracheophyta,81439,Triglochin concinna concinna,Plantae,Angiospermae,Liliopsida,,,Alismatales,,,Juncaginaceae,,,Triglochin,concinna,,Triglochin concinna concinna,accepted
Triglochin maritima,native,confirmed,non-infrataxon,secure,voucher,0,Tracheophyta,60264,Triglochin maritima,Plantae,Angiospermae,Liliopsida,,,Alismatales,,,Juncaginaceae,,,Triglochin,maritima,,,accepted
Triodanis perfoliata,native,reported,non-infrataxon,secure,unknown,,Tracheophyta,64293,Triodanis perfoliata,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Campanulaceae,Campanuloideae,,Triodanis,perfoliata,,,accepted
Triphysaria pusilla,native,confirmed,non-infrataxon,secure,no_voucher,0.016,Tracheophyta,57276,Triphysaria pusilla,Plantae,Angiospermae,Magnoliopsida,,,Lamiales,,,Orobanchaceae,,Pedicularideae,Triphysaria,pusilla,,,accepted
Trisetum spicatum,native,reported,non-infrataxon,secure,unknown,,Tracheophyta,1538791,Koeleria spicata,Plantae,Angiospermae,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Koeleria,spicata,,,unaccepted
Triteleia grandiflora,native,new 2018,non-infrataxon,secure,no_voucher,0.031,Tracheophyta,79452,Triteleia grandiflora,Plantae,Angiospermae,Liliopsida,,,Asparagales,,,Asparagaceae,Brodiaeoideae,,Triteleia,grandiflora,,,accepted
Triteleia hyacinthina,native,confirmed,non-infrataxon,secure,voucher,0,Tracheophyta,57132,Triteleia hyacinthina,Plantae,Angiospermae,Liliopsida,,,Asparagales,,,Asparagaceae,Brodiaeoideae,,Triteleia,hyacinthina,,,accepted
Tsuga heterophylla,native,confirmed,non-infrataxon,secure,voucher,0,Tracheophyta,48254,Tsuga heterophylla,Plantae,,Pinopsida,,,Pinales,,,Pinaceae,Abietoideae,,Tsuga,heterophylla,,,accepted
Turritis glabra,native,confirmed,non-infrataxon,secure,voucher,0.031,Tracheophyta,79460,Turritis glabra,Plantae,Angiospermae,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Turritideae,Turritis,glabra,,,accepted
Typha angustifolia,exotic,confirmed,non-infrataxon,unknown,voucher,0.008,Tracheophyta,60316,Typha angustifolia,Plantae,Angiospermae,Liliopsida,,,Poales,,,Typhaceae,,,Typha,angustifolia,,,accepted
Typha latifolia,native,confirmed,non-infrataxon,secure,no_voucher,0,Tracheophyta,48685,Typha latifolia,Plantae,Angiospermae,Liliopsida,,,Poales,,,Typhaceae,,,Typha,latifolia,,,accepted
Ulex europaeus,exotic,confirmed,non-infrataxon,unknown,no_voucher,0.008,Tracheophyta,51751,Ulex europaeus,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Genisteae,Ulex,europaeus,,,accepted
Uropappus lindleyi,native,confirmed,non-infrataxon,concern,unknown,,Tracheophyta,50806,Uropappus lindleyi,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,Cichorieae,Uropappus,lindleyi,,,accepted
Urtica gracilis ssp. gracilis,native,new 2017,non-infrataxon,secure,no_voucher,0,Tracheophyta,1074432,Urtica gracilis gracilis,Plantae,Angiospermae,Magnoliopsida,,,Rosales,,,Urticaceae,,Urticeae,Urtica,gracilis,Urtica gracilis gracilis,,accepted
Utricularia gibba,native,new 2018,non-infrataxon,secure,no_voucher,0.008,Tracheophyta,79464,Utricularia gibba,Plantae,Angiospermae,Magnoliopsida,,,Lamiales,,,Lentibulariaceae,,,Utricularia,gibba,,,accepted
Utricularia macrorhiza,native,reported,non-infrataxon,secure,no_voucher,0.008,Tracheophyta,79465,Utricularia macrorhiza,Plantae,Angiospermae,Magnoliopsida,,,Lamiales,,,Lentibulariaceae,,,Utricularia,macrorhiza,,,accepted
Vaccinium ovatum,native,confirmed,non-infrataxon,secure,voucher,0,Tracheophyta,48349,Vaccinium ovatum,Plantae,Angiospermae,Magnoliopsida,,,Ericales,,,Ericaceae,Vaccinioideae,Vaccinieae,Vaccinium,ovatum,,,accepted
